Script started on Sun Nov 30 13:31:39 2014
[?1034hpoot:~/data-poi/data->exitminiterm.py -b 38400 /dev/tty.Poi_1-RNI-SPP
Traceback (most recent call last):
  File "/usr/local/bin/miniterm.py", line 694, in <module>
    main()
  File "/usr/local/bin/miniterm.py", line 649, in main
    repr_mode=options.repr_mode,
  File "/usr/local/bin/miniterm.py", line 171, in __init__
    self.serial = serial.serial_for_url(port, baudrate, parity=parity, rtscts=rtscts, xonxoff=xonxoff, timeout=1)
  File "/Library/Python/2.7/site-packages/serial/__init__.py", line 78, in serial_for_url
    instance.open()
  File "/Library/Python/2.7/site-packages/serial/serialposix.py", line 289, in open
    self.fd = os.open(self.portstr, os.O_RDWR|os.O_NOCTTY|os.O_NONBLOCK)
OSError: [Errno 16] Resource busy: '/dev/tty.Poi_1-RNI-SPP'
poot:~/data-poi/data->miniterm.py -b 38400 /dev/tty.Poi_1-RNI-SPP
--- Miniterm on /dev/tty.Poi_1-RNI-SPP: 38400,8,N,1 ---
--- Quit: Ctrl+]  |  Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H ---
-106.91,-70.45,-70.21
-106.91,-70.45,-70.20
-106.91,-70.46,-70.21
-106.92,-70.46,-70.21
-106.92,-70.46,-70.21
-106.92,-70.46,-70.20
-106.93,-70.46,-70.20
-106.93,-70.46,-70.19
-106.94,-70.47,-70.19
-106.95,-70.47,-70.18
-106.95,-70.47,-70.18
-106.95,-70.47,-70.18
-106.95,-70.48,-70.18
-106.95,-70.48,-70.17
-106.96,-70.48,-70.17
-106.96,-70.48,-70.17
-106.96,-70.49,-70.17
-106.95,-70.49,-70.17
-106.96,-70.49,-70.17
-106.96,-70.50,-70.16
-106.97,-70.50,-70.16
-106.97,-70.50,-70.15
-106.97,-70.50,-70.15
-106.98,-70.51,-70.14
-106.97,-70.51,-70.15
-106.97,-70.51,-70.15
-106.99,-70.51,-70.13
-106.99,-70.52,-70.13
-106.99,-70.52,-70.12
-107.00,-70.52,-70.12
-107.00,-70.52,-70.12
-107.00,-70.53,-70.12
-107.00,-70.53,-70.11
-107.01,-70.53,-70.11
-107.00,-70.54,-70.11
-107.00,-70.54,-70.12
-106.99,-70.54,-70.12
-106.99,-70.54,-70.12
-106.99,-70.54,-70.13
-106.99,-70.55,-70.13
-106.99,-70.55,-70.13
-107.00,-70.55,-70.13
-106.99,-70.55,-70.13
-107.00,-70.55,-70.13
-107.01,-70.55,-70.12
-107.01,-70.55,-70.12
-107.01,-70.55,-70.12
-107.01,-70.56,-70.12
-107.02,-70.56,-70.11
-107.03,-70.56,-70.10
-107.04,-70.56,-70.09
-107.04,-70.57,-70.09
-107.04,-70.57,-70.09
-107.03,-70.57,-70.09
-107.04,-70.58,-70.09
-107.04,-70.58,-70.08
-107.04,-70.58,-70.08
-107.05,-70.58,-70.07
-107.05,-70.59,-70.07
-107.06,-70.59,-70.06
-107.06,-70.59,-70.06
-107.06,-70.59,-70.05
-107.06,-70.60,-70.05
-107.06,-70.60,-70.06
-107.06,-70.60,-70.06
-107.06,-70.60,-70.05
-107.06,-70.60,-70.06
-107.06,-70.60,-70.06
-107.06,-70.60,-70.06
-107.06,-70.61,-70.06
-107.07,-70.61,-70.06
-107.07,-70.61,-70.06
-107.07,-70.61,-70.05
-107.07,-70.61,-70.06
-107.07,-70.62,-70.06
-107.07,-70.62,-70.06
-107.07,-70.62,-70.06
-107.07,-70.62,-70.06
-107.08,-70.62,-70.05
-107.09,-70.63,-70.04
-107.09,-70.63,-70.04
-107.09,-70.63,-70.03
-107.10,-70.64,-70.03
-107.10,-70.64,-70.02
-107.10,-70.64,-70.02
-107.11,-70.65,-70.01
-107.11,-70.65,-70.01
-107.12,-70.65,-70.01
-107.12,-70.65,-70.00
-107.13,-70.66,-69.99
-107.13,-70.66,-69.99
-107.14,-70.66,-69.99
-107.14,-70.67,-69.98
-107.15,-70.67,-69.98
-107.15,-70.67,-69.97
-107.15,-70.68,-69.97
-107.15,-70.68,-69.97
-107.15,-70.68,-69.97
-107.15,-70.69,-69.98
-107.15,-70.69,-69.98
-107.15,-70.69,-69.98
-107.15,-70.69,-69.98
-107.15,-70.69,-69.98
-107.15,-70.70,-69.98
-107.16,-70.70,-69.97
-107.16,-70.70,-69.97
-107.16,-70.70,-69.97
-107.17,-70.70,-69.96
-107.18,-70.70,-69.95
-107.19,-70.71,-69.95
-107.19,-70.70,-69.95
-107.19,-70.70,-69.95
-107.19,-70.70,-69.94
-107.20,-70.70,-69.94
-107.20,-70.71,-69.94
-107.20,-70.71,-69.94
-107.20,-70.71,-69.94
-107.20,-70.71,-69.94
-107.21,-70.72,-69.94
-107.22,-70.72,-69.93
-107.22,-70.72,-69.92
-107.22,-70.72,-69.92
-107.22,-70.73,-69.92
-107.22,-70.73,-69.91
-107.22,-70.73,-69.91
-107.22,-70.74,-69.91
-107.22,-70.74,-69.91
-107.22,-70.74,-69.91
-107.22,-70.74,-69.91
-107.23,-70.74,-69.91
-107.23,-70.74,-69.91
-107.23,-70.75,-69.90
-107.23,-70.75,-69.90
-107.24,-70.75,-69.90
-107.23,-70.75,-69.90
-107.23,-70.75,-69.91
-107.25,-70.75,-69.90
-107.26,-70.75,-69.89
-107.26,-70.75,-69.89
-107.26,-70.75,-69.88
-107.26,-70.76,-69.88
-107.27,-70.76,-69.88
-107.27,-70.76,-69.88
-107.27,-70.76,-69.87
-107.27,-70.77,-69.88
-107.28,-70.77,-69.87
-107.28,-70.77,-69.87
-107.29,-70.77,-69.86
-107.30,-70.77,-69.85
-107.30,-70.78,-69.84
-107.31,-70.78,-69.84
-107.31,-70.78,-69.83
-107.31,-70.79,-69.83
-107.32,-70.79,-69.83
-107.33,-70.79,-69.82
-107.33,-70.79,-69.82
-107.33,-70.80,-69.81
-107.33,-70.80,-69.81
-107.33,-70.80,-69.81
-107.34,-70.80,-69.80
-107.34,-70.80,-69.80
-107.34,-70.80,-69.80
-107.35,-70.81,-69.79
-107.35,-70.81,-69.79
-107.35,-70.81,-69.78
-107.36,-70.81,-69.78
-107.36,-70.82,-69.78
-107.37,-70.82,-69.77
-107.37,-70.82,-69.77
-107.38,-70.82,-69.76
-107.39,-70.82,-69.75
-107.38,-70.82,-69.75
-107.39,-70.82,-69.74
-107.39,-70.82,-69.74
-107.40,-70.83,-69.74
-107.40,-70.83,-69.74
-107.40,-70.83,-69.74
-107.39,-70.83,-69.75
-107.39,-70.83,-69.75
-107.39,-70.84,-69.75
-107.39,-70.84,-69.75
-107.39,-70.84,-69.75
-107.39,-70.84,-69.75
-107.39,-70.84,-69.75
-107.40,-70.84,-69.75
-107.41,-70.84,-69.74
-107.41,-70.85,-69.73
-107.41,-70.85,-69.73
-107.41,-70.85,-69.73
-107.41,-70.86,-69.73
-107.41,-70.86,-69.72
-107.42,-70.86,-69.72
-107.42,-70.86,-69.71
-107.42,-70.87,-69.71
-107.43,-70.87,-69.70
-107.43,-70.87,-69.70
-107.43,-70.87,-69.70
-107.43,-70.88,-69.70
-107.43,-70.88,-69.71
-107.43,-70.88,-69.71
-107.43,-70.88,-69.71
-107.43,-70.88,-69.71
-107.43,-70.88,-69.71
-107.43,-70.89,-69.71
-107.43,-70.89,-69.71
-107.43,-70.89,-69.72
-107.43,-70.89,-69.71
-107.44,-70.89,-69.71
-107.44,-70.90,-69.71
-107.43,-70.90,-69.72
-107.43,-70.90,-69.72
-107.44,-70.90,-69.72
-107.44,-70.90,-69.71
-107.44,-70.90,-69.71
-107.45,-70.91,-69.71
-107.45,-70.91,-69.71
-107.46,-70.91,-69.70
-107.46,-70.91,-69.71
-107.46,-70.91,-69.70
-107.47,-70.91,-69.70
-107.47,-70.92,-69.69
-107.47,-70.92,-69.69
-107.47,-70.92,-69.69
-107.47,-70.93,-69.69
-107.46,-70.93,-69.70
-107.47,-70.93,-69.69
-107.47,-70.93,-69.69
-107.48,-70.94,-69.68
-107.48,-70.94,-69.68
-107.49,-70.94,-69.67
-107.48,-70.94,-69.68
-107.47,-70.95,-69.69
-107.48,-70.95,-69.68
-107.48,-70.96,-69.68
-107.49,-70.96,-69.67
-107.49,-70.96,-69.67
-107.49,-70.96,-69.67
-107.49,-70.96,-69.67
-107.49,-70.97,-69.66
-107.50,-70.97,-69.66
-107.50,-70.97,-69.65
-107.51,-70.97,-69.65
-107.52,-70.97,-69.65
-107.52,-70.98,-69.64
-107.52,-70.98,-69.64
-107.52,-70.98,-69.64
-107.52,-70.98,-69.64
-107.53,-70.98,-69.65
-107.53,-70.98,-69.64
-107.53,-70.98,-69.64
-107.54,-70.99,-69.64
-107.53,-70.99,-69.64
-107.53,-70.99,-69.65
