Script started on Sun Nov 30 13:31:39 2014
[?1034hpoot:~/data-poi/data->exitminiterm.py -b 38400 /dev/tty.Poi_1-RNI-SPP
Traceback (most recent call last):
  File "/usr/local/bin/miniterm.py", line 694, in <module>
    main()
  File "/usr/local/bin/miniterm.py", line 649, in main
    repr_mode=options.repr_mode,
  File "/usr/local/bin/miniterm.py", line 171, in __init__
    self.serial = serial.serial_for_url(port, baudrate, parity=parity, rtscts=rtscts, xonxoff=xonxoff, timeout=1)
  File "/Library/Python/2.7/site-packages/serial/__init__.py", line 78, in serial_for_url
    instance.open()
  File "/Library/Python/2.7/site-packages/serial/serialposix.py", line 289, in open
    self.fd = os.open(self.portstr, os.O_RDWR|os.O_NOCTTY|os.O_NONBLOCK)
OSError: [Errno 16] Resource busy: '/dev/tty.Poi_1-RNI-SPP'
poot:~/data-poi/data->miniterm.py -b 38400 /dev/tty.Poi_1-RNI-SPP
--- Miniterm on /dev/tty.Poi_1-RNI-SPP: 38400,8,N,1 ---
--- Quit: Ctrl+]  |  Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H ---
-143.74,-66.88,-68.15
-143.77,-67.39,-70.10
-143.42,-67.93,-72.12
-142.71,-68.46,-74.14
-141.78,-68.91,-76.02
-140.77,-69.24,-77.65
-139.88,-69.40,-78.92
-139.26,-69.41,-79.78
-139.00,-69.28,-80.28
-139.08,-69.04,-80.51
-139.47,-68.72,-80.55
-140.06,-68.36,-80.53
-140.69,-68.02,-80.56
-141.23,-67.73,-80.72
-141.56,-67.54,-81.09
-141.60,-67.49,-81.71
-141.45,-67.57,-82.65
-140.99,-67.71,-83.60
-140.29,-67.91,-84.79
-139.47,-68.15,-86.11
-138.57,-68.41,-87.50
-137.60,-68.66,-88.94
-136.59,-68.89,-90.39
-135.71,-69.09,-91.83
-134.75,-69.23,-93.00
-133.67,-69.33,-94.15
-132.62,-69.35,-95.04
-131.69,-69.26,-95.55
-130.91,-69.06,-95.64
-130.22,-68.76,-95.34
-129.54,-68.37,-94.72
-128.78,-67.94,-93.87
-127.83,-67.48,-92.87
-126.59,-67.01,-91.77
-124.92,-66.57,-90.62
-122.68,-66.18,-89.55
-119.87,-65.83,-88.53
-116.75,-65.49,-87.29
-113.55,-65.10,-85.69
-110.43,-64.69,-83.78
-107.49,-64.28,-81.68
-104.80,-63.88,-79.58
-102.24,-63.51,-77.81
-99.71,-63.18,-76.57
-97.09,-62.87,-75.71
-94.49,-62.62,-75.14
-91.21,-62.35,-74.61
-87.49,-62.10,-74.22
-83.38,-61.85,-74.05
-78.80,-61.58,-74.24
-73.78,-61.22,-74.88
-68.58,-60.78,-75.76
-63.39,-60.25,-76.74
-58.31,-59.63,-77.70
-53.41,-58.95,-78.52
-48.57,-58.24,-79.19
-43.69,-57.54,-79.66
-38.69,-56.93,-79.85
-33.55,-56.61,-79.58
-28.30,-56.64,-78.91
-22.89,-56.89,-78.05
-17.49,-57.31,-77.08
-12.22,-57.69,-76.15
-7.42,-57.77,-75.27
-3.41,-57.41,-74.40
-0.28,-56.59,-73.45
2.25,-55.57,-72.38
4.54,-54.57,-71.27
7.01,-53.84,-70.17
10.02,-53.64,-69.18
13.94,-54.09,-68.43
18.76,-55.14,-68.02
24.34,-56.56,-68.00
30.28,-58.12,-68.33
36.10,-59.53,-68.70
41.25,-60.59,-68.73
45.86,-61.45,-68.47
50.15,-62.26,-68.14
54.29,-63.11,-67.90
58.59,-64.04,-67.92
62.57,-64.91,-68.17
66.72,-65.80,-68.65
71.76,-66.82,-69.58
77.28,-67.83,-70.87
83.17,-68.77,-72.30
89.44,-69.65,-73.75
96.12,-70.46,-75.14
102.94,-71.24,-76.28
110.17,-72.01,-77.44
117.86,-72.77,-78.82
126.08,-73.45,-80.95
134.73,-73.97,-84.20
144.33,-74.01,-89.48
154.51,-73.24,-96.39
164.21,-71.58,-103.15
173.10,-69.35,-108.41
-178.22,-66.65,-112.11
-169.84,-63.87,-114.09
-161.72,-61.10,-115.07
-153.93,-58.37,-115.29
-146.82,-55.70,-115.04
-140.85,-52.95,-114.36
-136.24,-50.07,-113.27
-132.98,-47.13,-111.90
-130.80,-44.16,-110.39
-129.50,-41.25,-108.91
-128.58,-38.52,-107.61
-127.00,-36.15,-106.69
-124.15,-34.59,-106.72
-120.04,-33.82,-107.89
-114.60,-33.18,-109.13
-108.04,-32.01,-108.63
-100.93,-30.29,-104.77
-94.11,-28.54,-97.04
-88.87,-27.29,-86.84
-86.00,-26.45,-75.91
-84.77,-25.76,-66.63
-83.84,-24.95,-60.50
-82.14,-23.95,-57.63
-79.26,-22.75,-57.23
-75.31,-21.43,-57.96
-70.53,-20.28,-58.26
-65.50,-19.74,-57.14
-60.70,-20.10,-54.39
-56.47,-21.43,-50.37
-52.69,-23.62,-45.50
-49.14,-26.50,-40.12
-45.88,-29.91,-34.47
-43.10,-33.60,-28.80
-40.96,-37.15,-23.42
-39.51,-40.28,-18.51
-38.63,-42.79,-14.25
-38.17,-44.65,-10.67
-37.82,-45.87,-7.83
-37.31,-46.55,-5.69
-36.37,-46.86,-4.07
-34.79,-46.97,-2.82
-32.56,-47.08,-1.71
-29.87,-47.46,-0.51
-26.91,-48.40,0.98
-24.08,-50.24,2.96
-21.86,-53.18,5.56
-20.81,-57.08,8.87
-21.66,-61.77,13.28
-25.50,-66.84,19.54
-33.33,-71.49,28.58
-44.78,-74.87,40.54
-56.68,-76.78,53.05
-65.04,-77.68,62.90
-68.57,-78.16,69.17
-67.92,-78.52,72.62
-65.71,-78.97,75.71
-64.84,-79.62,80.86
-68.96,-80.50,91.01
-82.69,-81.35,110.05
-106.76,-81.34,138.28
-130.00,-79.73,164.69
-144.50,-76.81,-178.63
-152.95,-73.37,-168.94
-158.21,-69.99,-162.97
-161.57,-66.93,-158.87
-163.46,-64.36,-155.74
-164.11,-62.29,-153.01
-163.63,-60.49,-150.30
-162.08,-58.69,-147.42
-159.80,-56.46,-144.16
-157.33,-53.53,-140.37
-154.77,-50.14,-136.26
-151.97,-46.71,-132.11
-148.76,-43.87,-128.33
-145.05,-42.10,-125.21
-140.98,-41.60,-123.02
-137.03,-41.96,-121.64
-133.83,-42.70,-120.75
-131.95,-43.17,-119.71
-131.12,-43.02,-117.84
-130.52,-42.23,-114.75
-128.93,-41.11,-110.67
-125.37,-40.25,-106.27
-119.50,-40.30,-102.54
-111.91,-41.40,-100.33
-103.65,-43.20,-99.71
-96.05,-45.15,-100.05
-89.72,-47.08,-100.27
-84.35,-49.11,-99.93
-78.80,-51.30,-99.46
-72.44,-53.65,-99.13
-65.45,-56.09,-99.06
-58.57,-58.56,-99.28
-52.24,-60.99,-99.90
-45.94,-63.19,-101.39
-38.13,-64.90,-104.57
-27.75,-65.60,-109.83
-15.20,-64.99,-116.37
-2.28,-63.18,-122.59
9.24,-60.66,-127.44
18.94,-58.02,-131.09
27.08,-55.59,-134.09
33.79,-53.42,-136.77
39.23,-51.26,-139.12
43.51,-48.96,-141.03
46.95,-46.34,-142.37
49.87,-43.29,-143.01
52.50,-39.76,-142.88
55.04,-35.74,-141.99
57.63,-31.36,-140.47
60.28,-26.69,-138.37
62.86,-21.86,-135.82
65.32,-16.96,-132.90
67.66,-12.02,-129.65
69.90,-7.17,-126.14
72.06,-2.41,-122.36
74.23,2.31,-118.29
76.41,6.91,-114.06
78.60,11.30,-109.85
80.86,15.57,-105.79
83.37,19.74,-101.89
86.07,23.75,-98.27
88.79,27.57,-95.05
91.61,31.32,-92.08
94.61,35.04,-89.26
97.86,38.69,-86.51
101.42,42.31,-83.68
105.01,45.92,-80.82
108.09,49.54,-78.04
110.14,53.15,-75.32
110.74,56.74,-72.55
110.04,60.23,-69.33
108.94,63.23,-65.39
108.58,66.31,-58.63
111.16,68.98,-48.13
118.36,70.95,-32.94
130.16,71.75,-13.57
144.32,70.91,7.21
157.22,68.56,25.54
167.55,65.15,40.22
175.45,61.14,51.67
-178.58,56.94,60.81
-174.09,52.80,68.46
-170.79,49.04,75.23
-168.43,45.86,81.55
-166.69,43.52,87.78
-165.17,42.30,94.20
-163.53,42.18,101.01
-161.49,43.04,108.50
-158.72,44.72,116.77
-154.84,46.96,126.17
-149.56,49.26,136.76
-143.02,51.06,148.43
-135.92,51.91,160.62
-129.33,51.61,172.63
-123.97,50.48,-175.82
-120.03,48.93,-164.40
-117.37,47.06,-153.19
-115.18,44.74,-142.54
-112.79,41.64,-133.31
-109.58,37.75,-125.66
-105.29,33.28,-119.00
-100.12,28.45,-112.38
-94.63,23.35,-105.07
-89.52,17.86,-97.35
-84.91,11.87,-89.87
-80.89,5.62,-83.66
-77.33,-0.72,-79.18
-74.35,-6.91,-76.44
-72.01,-12.89,-74.88
-70.26,-18.78,-73.91
-69.01,-24.86,-72.81
-67.97,-31.12,-71.14
-66.67,-37.54,-69.06
-64.59,-43.92,-67.15
-60.70,-50.01,-66.42
-53.64,-55.46,-68.30
-42.62,-59.71,-73.93
-28.06,-62.29,-83.29
-11.80,-62.99,-94.81
3.74,-62.14,-106.27
17.34,-60.28,-116.50
29.02,-57.76,-125.33
38.96,-54.66,-132.67
47.37,-50.98,-138.57
54.36,-46.78,-143.05
60.01,-42.12,-146.17
64.46,-37.02,-148.02
67.78,-31.57,-148.67
70.10,-25.78,-148.23
71.65,-19.68,-146.83
72.70,-13.32,-144.65
73.52,-6.84,-141.92
74.36,-0.29,-138.79
75.41,6.39,-135.27
76.77,13.10,-131.43
78.50,19.85,-127.25
80.61,26.66,-122.70
82.96,33.30,-117.98
85.48,39.75,-113.10
88.21,45.99,-108.02
91.23,52.09,-102.65
94.69,58.02,-96.89
98.98,63.73,-90.52
105.05,69.28,-82.64
115.05,74.51,-71.16
134.46,78.81,-50.48
171.57,80.68,-11.04
-150.57,78.81,29.21
-129.69,74.58,50.85
-117.83,69.56,63.43
-109.85,64.33,72.85
-104.20,58.98,81.02
-100.41,53.53,88.50
-98.39,47.97,95.40
-98.15,42.45,101.55
-99.45,36.87,107.18
-101.95,31.41,112.31
-105.25,26.05,117.24
-109.04,20.88,122.12
-113.08,15.96,127.14
-117.01,11.40,132.51
-120.49,7.32,138.27
-123.35,3.72,144.44
-125.60,0.46,150.95
-127.04,-2.63,157.55
-127.31,-5.81,164.13
-125.97,-9.27,170.53
-123.06,-13.09,176.90
-119.04,-17.17,-176.59
-114.67,-21.46,-169.48
-111.02,-25.73,-161.80
-108.83,-29.93,-153.63
-108.38,-34.06,-145.22
-109.39,-38.18,-136.92
-111.34,-42.28,-128.84
-113.86,-46.20,-120.39
-116.11,-49.97,-111.44
-117.16,-53.94,-102.66
-116.80,-58.44,-95.00
-115.28,-63.54,-89.51
-112.07,-69.31,-87.02
-104.45,-75.44,-90.19
-81.31,-80.99,-109.85
-12.44,-82.26,-171.82
29.17,-77.70,153.30
45.91,-71.74,142.06
56.66,-65.48,137.06
64.42,-59.11,134.96
70.06,-52.64,134.61
74.00,-46.17,135.25
76.64,-39.75,136.46
78.22,-33.26,138.17
78.67,-26.65,140.50
77.86,-19.99,143.35
75.90,-13.17,146.30
73.29,-6.41,148.85
70.47,0.39,150.89
67.81,7.27,152.45
65.61,14.24,153.65
63.95,21.53,154.64
62.85,28.91,155.45
62.08,36.34,156.07
61.22,43.66,156.34
59.65,50.87,155.97
56.38,57.67,154.24
49.92,63.90,149.95
38.00,69.07,140.95
18.26,72.27,124.88
-6.96,72.47,103.84
-28.63,69.62,86.30
-43.25,64.79,75.69
-52.81,58.93,70.04
-59.28,52.60,67.24
-63.92,46.01,66.02
-67.38,39.30,65.67
-70.05,32.56,65.81
-72.21,25.82,66.23
-74.07,19.09,66.79
-75.74,12.42,67.38
-77.28,5.92,67.95
-78.73,-0.48,68.50
-80.15,-6.85,69.11
-81.61,-13.20,69.88
-83.14,-19.55,70.91
-84.70,-26.02,72.36
-86.07,-32.46,74.28
-87.04,-38.92,76.72
-87.41,-45.39,79.61
-87.09,-51.88,82.84
-86.18,-58.35,86.23
-84.89,-64.79,89.72
-83.47,-71.14,93.23
-82.51,-77.32,97.14
-85.60,-82.92,104.85
147.84,-85.08,-126.00
121.61,-80.76,-93.78
122.39,-74.64,-90.37
124.90,-68.12,-88.66
127.90,-61.48,-87.04
130.92,-55.06,-84.74
133.60,-49.27,-81.20
135.73,-44.52,-76.22
136.99,-41.12,-69.72
136.86,-39.10,-61.82
134.73,-38.01,-52.93
131.39,-37.30,-44.27
126.30,-36.32,-34.31
120.86,-34.86,-24.17
116.42,-32.71,-14.26
113.93,-29.94,-4.91
113.59,-26.80,3.74
114.55,-23.58,12.20
115.73,-20.45,20.88
116.05,-17.50,30.02
115.38,-14.65,39.35
113.99,-11.55,48.50
112.50,-8.00,56.54
110.90,-3.75,63.12
108.64,1.16,68.15
105.35,6.53,71.85
100.84,12.18,74.72
95.54,18.02,77.54
90.47,24.12,81.10
86.35,30.54,85.32
83.54,37.27,89.87
81.93,44.24,94.32
81.33,51.23,98.34
81.14,58.18,101.44
79.97,65.03,102.74
75.27,71.55,100.21
60.74,77.25,88.01
23.39,80.20,53.54
-19.70,77.98,13.34
-39.72,72.21,-3.75
-48.75,65.18,-9.62
-53.98,57.71,-11.65
-57.70,50.04,-12.19
-60.63,42.41,-12.10
-63.09,34.83,-11.71
-65.14,27.32,-11.15
-66.74,19.83,-10.42
-67.85,12.37,-9.54
-68.46,5.14,-8.62
-68.59,-1.95,-7.77
-68.26,-9.00,-7.04
-67.49,-15.92,-6.58
-66.16,-22.97,-6.47
-64.12,-29.88,-6.90
-61.06,-36.55,-8.13
-56.61,-42.91,-10.53
-50.30,-48.82,-14.57
-41.64,-54.05,-20.76
-30.18,-58.31,-29.52
-15.64,-61.23,-41.10
1.22,-62.37,-54.73
18.31,-61.60,-68.37
34.08,-59.16,-80.44
47.52,-55.46,-90.06
58.76,-50.84,-97.41
68.02,-45.60,-102.78
75.65,-39.89,-106.58
81.87,-33.89,-109.14
86.76,-27.78,-110.69
90.45,-21.67,-111.48
93.01,-15.56,-111.66
94.52,-9.52,-111.28
95.09,-3.75,-110.41
94.86,1.95,-108.99
93.92,7.60,-106.94
92.40,13.27,-104.11
90.48,19.13,-100.31
88.55,25.30,-95.38
87.29,31.53,-89.52
87.37,37.94,-82.58
89.43,44.32,-74.66
94.05,50.45,-65.54
101.72,56.00,-54.85
113.44,60.74,-41.42
129.75,63.95,-24.43
149.44,64.97,-4.80
168.82,63.64,14.13
-175.05,60.53,30.06
-163.36,56.63,42.78
-155.83,52.85,53.52
-151.80,49.81,63.50
-150.18,47.97,73.63
-149.80,47.56,84.63
-148.92,48.66,96.92
-145.95,50.57,110.85
-140.07,51.98,126.10
-132.61,51.63,140.71
-125.97,49.33,153.22
-121.77,45.79,163.42
-120.14,41.76,172.08
-120.06,37.80,-179.58
-120.29,34.14,-170.93
-120.16,30.58,-162.02
-119.49,26.95,-153.38
-117.66,23.19,-144.81
-114.27,19.18,-136.41
-108.90,14.71,-128.05
-101.58,9.54,-119.96
-93.87,3.72,-113.00
-87.13,-2.62,-107.21
-82.41,-9.28,-102.27
-80.28,-15.96,-97.69
-80.56,-22.73,-92.74
-82.41,-29.29,-87.23
-84.55,-35.62,-81.43
-85.86,-41.71,-76.08
-85.16,-47.61,-72.36
-81.44,-53.38,-71.52
-73.72,-58.81,-74.70
-61.11,-63.39,-82.91
-43.43,-66.25,-96.61
-23.09,-66.85,-113.34
-3.63,-65.38,-129.39
12.58,-62.44,-142.38
25.82,-58.50,-152.39
36.52,-53.85,-159.82
45.26,-48.60,-165.17
52.32,-42.90,-168.83
57.92,-36.88,-171.16
62.20,-30.60,-172.43
65.33,-24.13,-172.78
67.50,-17.42,-172.37
68.88,-10.52,-171.34
69.63,-3.61,-169.87
69.88,3.32,-168.07
69.74,10.33,-166.00
69.24,17.51,-163.76
68.33,24.92,-161.52
66.97,32.30,-159.53
64.93,39.54,-158.11
61.95,46.53,-157.68
57.81,53.18,-158.65
52.04,59.51,-161.56
43.88,65.34,-167.31
31.55,70.44,-177.70
12.49,74.23,164.74
-13.94,75.78,139.36
-40.46,74.48,112.86
-58.64,70.91,93.54
-69.27,66.06,81.14
-75.19,60.52,73.16
-78.27,54.57,68.10
-79.55,48.38,65.34
-79.79,42.05,64.57
-79.63,35.56,65.47
-79.60,28.93,67.66
-80.06,22.18,70.88
-81.20,15.43,74.97
-83.19,8.70,79.67
-85.91,2.37,84.51
-89.25,-3.67,89.42
-93.05,-9.46,94.35
-97.04,-14.92,99.28
-101.20,-20.28,104.49
-105.45,-25.47,110.10
-109.51,-30.33,116.29
-113.27,-34.75,123.41
-116.61,-38.70,131.63
-119.31,-42.24,140.73
-121.37,-45.54,150.42
-123.19,-48.68,160.49
-125.36,-51.66,170.83
-128.59,-54.43,-178.54
-133.56,-56.79,-167.54
-140.19,-58.72,-156.24
-147.39,-60.35,-144.76
-154.17,-61.75,-132.86
-159.83,-62.87,-120.32
-164.09,-63.65,-107.20
-167.38,-64.22,-93.99
-170.67,-64.84,-80.96
-174.81,-65.66,-67.84
179.76,-66.84,-54.24
172.34,-68.29,-39.51
162.05,-69.64,-22.85
148.36,-70.55,-3.56
132.71,-70.29,17.07
118.33,-68.40,36.17
108.21,-65.07,50.97
102.41,-60.88,61.71
99.10,-56.25,70.39
96.53,-51.48,78.60
93.70,-46.53,87.11
90.68,-41.25,95.46
87.67,-35.63,103.13
84.93,-29.63,109.82
82.70,-23.46,115.24
81.02,-17.24,119.42
79.78,-11.01,122.62
78.83,-4.95,124.96
77.84,0.96,126.63
76.59,6.81,127.82
74.94,12.61,128.66
72.88,18.50,129.27
70.44,24.55,129.66
67.74,30.67,129.83
64.72,36.84,129.70
61.09,42.98,129.08
56.31,48.94,127.52
49.53,54.50,124.37
39.78,59.32,118.77
26.31,62.93,109.94
9.42,64.80,97.99
-8.22,64.54,85.08
-23.99,62.34,73.64
-36.50,58.61,64.97
-45.66,53.92,59.08
-52.32,48.66,55.13
-57.16,43.07,52.53
-60.72,37.26,50.84
-63.40,31.31,49.80
-65.62,25.31,49.19
-67.68,19.29,48.90
-69.79,13.25,48.82
-71.99,7.38,48.92
-74.25,1.54,49.29
-75.97,-3.57,49.53
-77.27,-9.27,49.79
-77.83,-15.00,50.09
-77.63,-20.97,50.61
-76.82,-27.05,51.45
-75.69,-33.22,52.75
-74.51,-39.60,54.75
-73.61,-46.16,57.79
-73.18,-52.90,62.14
-73.45,-59.73,68.07
-75.34,-66.44,76.23
-81.29,-72.81,88.79
-97.49,-78.10,111.40
-135.09,-80.46,154.79
-171.81,-78.09,-163.17
171.34,-73.20,-141.77
163.17,-67.84,-130.07
157.91,-62.71,-122.09
153.72,-58.20,-115.54
150.06,-54.49,-109.27
146.98,-51.61,-102.74
144.51,-49.51,-95.59
142.42,-48.14,-87.87
140.05,-47.51,-79.11
137.08,-47.62,-68.93
133.64,-48.18,-57.21
130.13,-48.74,-44.28
127.40,-48.71,-31.27
126.15,-47.73,-19.63
126.38,-45.68,-10.29
127.24,-42.66,-3.34
127.47,-39.14,2.11
126.47,-35.83,7.70
124.53,-33.14,14.34
122.07,-30.80,21.87
119.00,-28.51,29.82
114.99,-26.11,38.18
110.12,-23.36,46.69
104.77,-20.02,54.80
99.50,-15.96,61.97
94.95,-11.34,68.13
91.48,-6.39,73.56
89.12,-1.14,79.03
87.91,4.42,85.02
87.83,10.13,91.40
88.69,15.96,97.90
89.89,21.86,104.11
90.69,27.73,109.26
90.40,33.52,112.57
88.51,39.23,113.57
84.78,44.83,112.16
78.94,50.12,108.23
70.70,54.92,101.83
60.13,59.00,93.40
47.44,62.30,83.40
32.39,64.80,71.65
15.21,66.22,58.19
-2.96,66.12,43.89
-19.65,64.37,30.99
-33.50,61.11,20.82
-43.87,56.70,13.83
-51.22,51.53,9.46
-56.41,45.94,6.86
-60.22,40.15,5.30
-63.12,34.18,4.43
-65.38,27.98,4.41
-66.94,22.43,4.74
-68.29,16.07,5.70
-69.30,9.60,7.18
-69.94,3.21,9.02
-70.30,-3.33,11.32
-70.35,-9.29,13.54
-70.06,-15.12,15.57
-69.24,-21.79,17.75
-67.91,-28.32,19.50
-66.10,-34.65,20.59
-63.86,-40.74,20.88
-61.11,-46.56,20.16
-57.68,-52.03,18.16
-53.21,-57.02,14.50
-47.13,-61.44,8.71
-38.76,-65.14,0.35
-27.25,-68.00,-11.04
-12.30,-69.86,-25.35
5.56,-70.56,-41.71
24.43,-69.90,-57.98
42.49,-67.73,-72.21
57.97,-64.26,-82.71
70.84,-59.83,-89.55
81.47,-54.83,-93.40
90.16,-49.58,-94.94
97.31,-44.33,-94.88
103.12,-39.23,-93.68
107.75,-34.34,-91.58
111.23,-29.77,-88.76
113.66,-25.96,-85.75
115.41,-22.09,-81.80
116.20,-18.59,-77.23
116.10,-15.41,-72.13
115.34,-12.49,-66.50
114.25,-9.84,-60.39
113.07,-7.42,-53.59
112.11,-5.13,-46.16
111.70,-2.91,-38.25
112.10,-0.75,-30.00
113.39,1.32,-21.62
115.42,3.33,-13.38
117.97,5.29,-5.45
120.50,7.21,1.98
122.47,9.12,9.18
123.55,10.84,16.52
123.56,12.30,24.41
122.40,13.89,32.16
120.12,16.09,39.08
116.80,19.25,44.81
112.91,23.07,49.45
109.13,27.22,53.65
106.36,31.42,58.18
105.09,35.51,63.83
105.01,39.45,70.94
105.43,43.21,79.30
105.88,46.91,88.16
106.23,50.71,96.70
106.56,54.76,104.18
106.90,59.25,110.21
107.06,64.12,114.41
106.58,69.31,116.65
104.73,74.68,116.70
98.97,79.89,112.47
73.08,83.96,88.45
-26.57,83.74,-8.46
-51.52,79.58,-31.35
-59.38,74.37,-36.17
-63.60,69.43,-37.43
-66.72,63.78,-37.02
-68.81,57.95,-35.42
-70.03,51.90,-32.83
-70.52,45.65,-29.44
-70.69,39.20,-25.69
-70.80,32.69,-22.01
-70.94,26.18,-18.70
-70.98,19.77,-15.89
-70.73,13.44,-13.50
-70.15,7.31,-11.52
-69.20,1.24,-9.84
-67.92,-4.71,-8.41
-66.39,-10.63,-7.20
-64.60,-16.63,-6.18
-62.56,-22.70,-5.41
-60.34,-28.68,-4.98
-57.92,-34.53,-4.99
-55.29,-40.20,-5.51
-52.41,-45.69,-6.71
-49.16,-50.92,-8.76
-45.39,-55.74,-11.98
-40.66,-60.07,-16.91
-34.29,-63.57,-24.25
-25.70,-65.76,-34.50
-15.15,-66.23,-47.00
-4.30,-64.87,-59.73
5.11,-62.03,-70.69
12.84,-58.24,-79.54
19.46,-53.85,-86.74
25.39,-49.23,-92.63
31.00,-44.48,-97.60
36.46,-39.60,-101.80
41.96,-34.47,-105.34
47.54,-29.02,-108.19
53.16,-23.32,-110.28
58.91,-17.33,-111.60
64.74,-11.12,-112.07
70.54,-4.87,-111.67
76.34,1.35,-110.34
82.28,7.50,-108.06
88.29,13.42,-104.83
94.43,19.09,-100.57
100.71,24.42,-95.25
106.84,29.17,-89.13
112.77,33.36,-82.32
118.48,37.04,-74.92
123.96,40.27,-67.11
129.02,43.17,-59.14
133.56,45.94,-51.20
137.48,48.74,-43.33
140.63,51.61,-35.49
143.23,54.58,-27.42
145.71,57.48,-18.83
148.72,60.03,-9.25
152.77,62.09,1.50
158.23,63.49,13.42
165.31,64.16,26.38
173.24,64.15,39.61
-178.91,63.39,52.57
-172.12,61.96,64.76
-167.00,59.80,75.70
-163.63,56.92,85.17
-161.91,53.62,93.52
-161.43,50.23,101.01
-161.38,46.95,108.18
-160.74,44.16,115.32
-158.88,42.04,122.56
-155.68,40.49,130.02
-151.39,39.41,137.72
-146.09,38.83,145.99
-139.71,38.88,155.19
-132.03,39.44,165.93
-123.27,39.89,178.25
-114.51,39.39,-168.80
-107.10,37.50,-156.72
-102.16,34.37,-146.95
-99.74,30.45,-139.76
-99.25,26.18,-134.75
-99.98,21.74,-131.22
-101.43,17.21,-128.68
-103.20,12.53,-126.63
-104.91,8.01,-124.66
-106.38,3.69,-122.42
-107.51,-0.45,-119.76
-108.24,-4.47,-116.75
-108.47,-8.42,-113.61
-108.10,-12.40,-110.53
-107.05,-16.55,-107.63
-105.29,-20.94,-105.07
-102.90,-25.47,-102.98
-100.00,-30.10,-101.39
-96.81,-34.78,-100.30
-93.50,-39.43,-99.74
-90.24,-43.98,-99.68
-87.06,-48.46,-100.04
-83.94,-52.91,-100.80
-80.79,-57.29,-101.97
-77.42,-61.58,-103.62
-73.55,-65.79,-105.92
-68.69,-69.89,-109.27
-62.07,-73.81,-114.38
-52.12,-77.45,-122.77
-34.79,-80.51,-138.31
-1.76,-82.29,-168.16
40.04,-81.92,154.21
66.18,-79.66,130.13
79.95,-76.41,117.74
88.08,-72.74,110.88
93.49,-68.91,106.65
97.42,-64.96,103.72
100.41,-60.98,101.58
102.80,-56.93,99.97
104.47,-53.33,98.81
105.99,-49.31,97.74
107.20,-45.30,96.87
108.13,-41.33,96.16
108.81,-37.37,95.57
109.26,-33.43,95.08
109.52,-29.55,94.67
109.60,-25.70,94.30
109.52,-21.89,93.97
109.29,-18.10,93.68
108.92,-14.36,93.40
108.38,-10.65,93.15
107.79,-7.07,92.96
107.08,-3.57,92.79
106.28,-0.09,92.67
105.42,3.36,92.57
104.52,6.76,92.48
103.62,10.14,92.43
102.72,13.50,92.41
101.85,16.84,92.41
101.02,20.22,92.44
100.21,23.29,92.46
99.35,25.68,92.48
98.49,27.65,92.44
97.60,29.22,92.28
96.63,30.10,91.91
95.59,30.19,91.22
95.15,30.05,90.42
96.41,30.70,90.19
97.95,31.04,89.87
99.28,30.52,89.27
100.22,28.91,88.35
100.82,26.82,87.22
101.21,24.79,86.02
101.45,23.21,84.87
101.68,22.13,83.84
102.00,21.57,82.98
102.38,21.14,82.18
102.80,20.58,81.29
103.20,19.78,80.26
103.59,18.76,79.09
103.94,17.66,77.83
104.26,16.56,76.44
104.46,15.47,74.90
104.37,14.41,73.34
104.07,13.34,71.81
103.62,12.29,70.52
102.99,11.12,69.35
102.36,9.74,68.02
102.03,8.39,66.66
102.18,7.16,65.30
102.57,6.02,64.05
102.89,4.73,63.07
103.05,3.37,62.35
103.12,1.95,61.73
103.11,0.46,61.06
103.01,-1.05,60.24
102.95,-2.63,59.26
102.98,-4.26,58.16
103.16,-5.82,56.97
103.52,-7.16,55.68
104.07,-8.25,54.34
104.81,-9.15,53.00
105.58,-9.94,51.73
106.26,-10.73,50.62
106.84,-11.53,49.65
107.56,-12.45,48.62
108.61,-13.16,47.29
109.89,-13.80,45.63
111.23,-14.51,43.69
112.49,-15.23,41.57
113.51,-15.74,39.78
114.36,-16.16,38.50
115.14,-16.61,37.87
115.78,-17.17,37.91
116.36,-17.86,38.24
116.94,-18.62,38.39
117.73,-19.94,38.00
119.01,-21.95,37.01
120.58,-24.21,35.73
122.26,-26.35,34.56
123.90,-28.33,33.62
125.38,-30.14,32.87
126.68,-31.74,32.23
127.85,-33.16,31.53
128.76,-34.45,30.78
129.24,-35.69,30.13
129.36,-37.07,29.53
129.30,-38.64,28.93
129.04,-40.40,28.45
128.74,-42.22,28.05
128.70,-43.89,27.51
128.84,-45.25,26.92
129.03,-46.21,26.35
129.18,-46.84,25.89
129.30,-47.28,25.57
129.52,-47.67,25.26
129.81,-48.08,24.99
130.13,-48.53,24.83
130.48,-49.06,24.72
130.85,-49.66,24.60
131.24,-50.29,24.43
131.63,-50.84,24.21
132.00,-51.21,24.00
132.34,-51.36,23.76
132.67,-51.31,23.53
132.88,-51.21,23.34
132.96,-51.14,23.17
132.95,-51.21,23.06
133.11,-51.32,22.72
133.32,-51.62,22.54
133.71,-51.97,22.29
134.15,-52.27,22.03
134.53,-52.56,21.81
134.72,-52.93,21.67
134.73,-53.39,21.63
134.65,-53.84,21.67
134.57,-54.26,21.73
134.53,-54.62,21.80
134.55,-54.93,21.86
