-85.28,16.00,-83.24
-85.28,16.00,-83.25
-85.28,16.00,-83.25
-85.28,16.00,-83.25
-85.28,16.00,-83.24
-85.28,16.00,-83.24
-85.27,16.00,-83.24
-85.27,15.99,-83.24
-85.27,15.99,-83.24
-85.27,15.99,-83.24
-85.26,15.99,-83.23
-85.26,15.99,-83.23
-85.26,15.98,-83.23
-85.25,15.98,-83.23
-85.25,15.98,-83.23
-85.25,15.98,-83.24
-85.25,15.97,-83.24
-85.25,15.97,-83.24
-85.25,15.97,-83.24
-85.25,15.97,-83.24
-85.25,15.96,-83.25
-85.25,15.96,-83.25
-85.25,15.96,-83.25
-85.25,15.96,-83.24
-85.25,15.96,-83.24
-85.25,15.96,-83.24
-85.25,15.96,-83.24
-85.25,15.95,-83.23
-85.25,15.95,-83.23
-85.24,15.95,-83.22
-85.24,15.95,-83.22
-85.24,15.95,-83.22
-85.24,15.95,-83.21
-85.24,15.95,-83.21
-85.24,15.94,-83.21
-85.23,15.94,-83.20
-85.23,15.94,-83.20
-85.23,15.93,-83.20
-85.23,15.93,-83.20
-85.23,15.93,-83.19
-85.23,15.93,-83.19
-85.23,15.92,-83.18
-85.23,15.92,-83.18
-85.22,15.92,-83.18
-85.22,15.91,-83.18
-85.22,15.91,-83.17
-85.22,15.91,-83.17
-85.22,15.91,-83.16
-85.22,15.91,-83.16
-85.22,15.91,-83.15
-85.22,15.90,-83.15
-85.22,15.90,-83.14
-85.22,15.90,-83.14
-85.22,15.90,-83.14
-85.22,15.89,-83.13
-85.22,15.89,-83.13
-85.22,15.89,-83.13
-85.22,15.89,-83.13
-85.22,15.88,-83.13
-85.22,15.88,-83.13
-85.22,15.87,-83.12
-85.22,15.87,-83.12
-85.22,15.87,-83.12
-85.22,15.86,-83.12
-85.22,15.86,-83.11
-85.22,15.86,-83.11
-85.22,15.85,-83.11
-85.22,15.85,-83.10
-85.22,15.85,-83.10
-85.23,15.85,-83.09
-85.23,15.85,-83.09
-85.23,15.85,-83.08
-85.23,15.84,-83.08
-85.23,15.84,-83.08
-85.23,15.84,-83.08
-85.23,15.84,-83.07
-85.23,15.83,-83.07
-85.23,15.83,-83.07
-85.23,15.83,-83.07
-85.23,15.82,-83.07
-85.23,15.82,-83.07
-85.23,15.82,-83.07
-85.23,15.81,-83.07
-85.23,15.81,-83.08
-85.23,15.81,-83.07
-85.23,15.81,-83.08
-85.23,15.81,-83.08
-85.23,15.80,-83.08
-85.24,15.80,-83.08
-85.24,15.80,-83.08
-85.24,15.80,-83.08
-85.24,15.80,-83.08
-85.24,15.80,-83.08
-85.25,15.80,-83.08
-85.25,15.80,-83.08
-85.25,15.79,-83.08
-85.26,15.79,-83.09
-85.26,15.79,-83.09
-85.26,15.79,-83.09
-85.26,15.79,-83.10
-85.26,15.79,-83.10
-85.27,15.79,-83.11
-85.27,15.79,-83.11
-85.27,15.78,-83.11
-85.27,15.78,-83.12
-85.27,15.77,-83.12
-85.27,15.77,-83.12
-85.27,15.77,-83.12
-85.27,15.77,-83.13
-85.27,15.77,-83.13
-85.27,15.77,-83.13
-85.27,15.77,-83.13
-85.27,15.77,-83.13
-85.28,15.76,-83.14
-85.28,15.76,-83.14
-85.28,15.76,-83.15
-85.28,15.76,-83.15
-85.29,15.76,-83.16
-85.29,15.76,-83.16
-85.29,15.75,-83.17
-85.29,15.75,-83.17
-85.30,15.75,-83.18
-85.30,15.75,-83.19
-85.29,15.75,-83.19
-85.30,15.75,-83.20
-85.30,15.75,-83.20
-85.30,15.74,-83.21
-85.30,15.74,-83.21
-85.29,15.74,-83.21
-85.29,15.74,-83.22
-85.29,15.74,-83.22
-85.30,15.73,-83.22
-85.30,15.73,-83.22
-85.30,15.73,-83.22
-85.30,15.73,-83.23
-85.30,15.73,-83.23
-85.30,15.73,-83.23
-85.30,15.73,-83.23
-85.30,15.73,-83.24
-85.31,15.73,-83.24
-85.31,15.73,-83.24
-85.31,15.73,-83.25
-85.31,15.73,-83.25
-85.30,15.73,-83.25
-85.30,15.72,-83.26
-85.30,15.72,-83.26
-85.30,15.72,-83.27
-85.30,15.72,-83.27
-85.29,15.71,-83.27
-85.29,15.71,-83.27
-85.29,15.71,-83.27
-85.29,15.71,-83.27
-85.28,15.71,-83.28
-85.28,15.71,-83.28
-85.28,15.71,-83.28
-85.28,15.70,-83.28
-85.28,15.70,-83.28
-85.28,15.70,-83.28
-85.28,15.70,-83.28
-85.28,15.70,-83.28
-85.28,15.70,-83.28
-85.28,15.70,-83.28
-85.28,15.70,-83.27
-85.28,15.70,-83.27
-85.28,15.70,-83.27
-85.28,15.70,-83.27
-85.28,15.69,-83.27
-85.28,15.69,-83.27
-85.27,15.69,-83.27
-85.27,15.69,-83.26
-85.27,15.68,-83.26
-85.26,15.68,-83.25
-85.26,15.68,-83.25
-85.26,15.68,-83.25
-85.25,15.68,-83.24
-85.25,15.67,-83.24
-85.25,15.67,-83.24
-85.25,15.67,-83.24
-85.25,15.67,-83.23
-85.24,15.67,-83.23
-85.24,15.66,-83.23
-85.24,15.66,-83.23
-85.24,15.66,-83.22
-85.24,15.66,-83.22
-85.24,15.66,-83.22
-85.24,15.65,-83.22
-85.24,15.65,-83.21
-85.24,15.65,-83.21
-85.23,15.65,-83.20
-85.23,15.65,-83.20
-85.23,15.64,-83.20
-85.23,15.64,-83.19
-85.23,15.64,-83.19
-85.22,15.63,-83.18
-85.22,15.63,-83.18
